,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
Czech,0.13116,0.131862,0.060484,0.047258,0.038658,0.018922,0.006345,0.008662,0.004673,-0.008887,-0.001686,-0.003897,0.006049,0.011772,0.001743,0.000999,-0.000642,-0.000146,0.003568,0.002896,-0.001267,-0.000162,0.006513,0.00393,0.001594
Dai,0.015651,-0.438709,-0.046763,-0.060967,0.120176,0.062262,0.00047,-0.007384,-0.01897,-0.013121,0.010921,0.002023,-0.000446,-0.006193,0.001289,0.004574,0.006128,-0.00095,-0.004337,-0.011662,0.012197,0.009027,0.014944,0.002892,0.007095
Danish,0.12862,0.136589,0.065242,0.049015,0.044162,0.01757,0.003995,0.007788,0.002148,-0.004009,-0.005196,0.001986,-0.007359,-0.002649,0.021138,0.001823,-0.010822,0.000823,0.006599,0.003814,0.002808,0.000866,0.001602,0.015183,0.005449
Darginian,0.116953,0.102315,-0.018573,0.015989,-0.041892,0.015095,0.006463,-0.006029,-0.065269,-0.043031,0.000974,0.006763,-0.013417,-0.011474,0.018712,-0.004491,-0.000668,-0.000966,-0.004698,0.001532,-0.00156,0.002489,0.003543,0.008827,-0.001706
Datog,-0.388516,0.080227,-0.019987,-0.050927,0.001333,-0.021382,-0.003838,0.001385,0.104375,-0.079333,-0.012612,-0.002748,-0.017938,-0.002982,0.015427,-0.016309,0.024295,-0.002196,0.010265,-0.010547,0.001456,0.003751,-0.003697,-0.004499,-0.003632
Daur,0.033009,-0.425845,0.04978,-0.048989,-0.017132,-0.016547,0.013474,0.017153,0.001091,0.009841,-0.047471,-0.000749,0.003271,0.004771,-0.002081,-0.004375,-0.00552,0.002449,0.004316,0.003126,0.000665,-0.011953,-0.005217,-0.001205,0.000679
Dharkar,0.047427,-0.075149,-0.154368,0.109713,-0.067705,0.068328,0.000548,0.012461,0.047109,0.028064,-0.000379,0.001049,-0.000743,0.001651,-0.004886,-0.013789,-0.007562,0.00038,0.002975,0.002543,0.00104,0.002638,0.005875,4e-05,-0.010378
Dinka,-0.577083,0.050776,-0.000377,-0.00751,-0.005386,-0.001673,-0.017685,0.020422,0.081145,-0.09695,-0.02107,0.022742,-0.038317,-0.00117,0.010145,-0.021347,0.018612,-0.009438,0.024197,-0.024168,0.002402,0.003308,0.001479,0.000904,0.0097
Dolgan,0.052586,-0.348123,0.116606,-0.005491,-0.111898,-0.062527,0.02806,0.039506,0.022702,0.016511,0.045339,0.008213,-0.012398,0.037103,0.013165,0.004243,0.000522,-0.004459,-0.016165,-0.016858,0.018517,0.005787,0.008011,0.00041,-0.000263
Dong_Guizhou,0.018936,-0.448311,-0.029724,-0.066039,0.110874,0.048451,-0.000214,-0.008098,-0.019448,-0.009211,-0.016239,-0.005341,0.003325,-0.006293,-0.002258,0.000892,0.000711,-0.001474,-0.001988,-0.012426,0.013658,0.007352,0.016706,-0.000219,0.001579
Dong_Hunan,0.016188,-0.450782,-0.026901,-0.068082,0.108089,0.053082,-0.000287,-0.007487,-0.015044,-0.009578,-0.021363,-0.004563,0.005302,-0.007661,-0.003453,0.001724,0.004361,-0.000282,-0.003017,-0.011658,0.016124,0.006856,0.016009,-0.001901,0.001011
Dongxiang,0.034526,-0.361867,0.005531,-0.044951,0.023697,0.019522,0.003643,0.000731,-0.014112,0.001367,-0.055699,-0.00562,0.005922,-0.003119,-0.004434,-0.001127,-0.000261,-0.000739,-0.005824,-0.004836,0.009255,0.008821,0.008935,-0.00247,0.011895
Druze,0.088782,0.140143,-0.048875,-0.072417,-0.013172,-0.023817,-0.001763,-0.004061,-0.001391,0.00687,0.005408,-0.003492,0.007522,8.3e-05,-0.006542,0.007398,-1.3e-05,0.000899,0.00455,-0.002376,-0.004205,0.002003,-0.001146,0.000374,0.00309
Dungan,0.033313,-0.375272,0.0045,-0.04774,0.031801,0.018927,0.006768,0.003938,-0.010881,0.001689,-0.058958,-0.007144,0.005847,-0.00423,-0.004985,0.000592,-0.000747,0.000752,-0.004232,-0.006203,0.006181,0.007699,0.006729,-0.001952,0.004016
Dusadh,0.041736,-0.093091,-0.167819,0.121449,-0.069449,0.067027,-0.003133,0.011846,0.049904,0.034382,-0.005088,-0.000849,-0.002676,-4.6e-05,-0.008867,-0.003934,0.009735,0.000253,-0.001341,0.004377,-0.001664,0.00103,0.000945,0.001446,-0.003752
Dusun,0.014797,-0.431938,-0.064362,-0.052757,0.144745,0.067213,-0.00141,-0.01223,-0.02093,-0.025817,0.071667,0.009641,-0.006442,9.2e-05,0.012577,0.006497,-0.00439,0.004561,0.008547,-0.004252,-0.006114,-0.027863,-0.010723,-0.003976,-0.050455
Dutch,0.126752,0.131305,0.061094,0.046149,0.040469,0.016624,0.006544,0.00808,0.003576,0.000327,-0.006445,0.004587,-0.008708,-0.008842,0.017444,0.005345,-0.008214,0.001267,0.00427,0.002814,0.004691,0.002867,0.000268,0.015354,-0.000492
Egyptian,-0.01548,0.134118,-0.042778,-0.087221,-0.004401,-0.033355,-0.013787,0.000569,0.037605,0.001197,0.006977,-0.008777,0.022933,0.001826,-0.00052,-6.2e-05,-0.003303,-0.002618,-0.003486,0.003243,-0.000578,-0.002288,0.000838,0.000864,-0.000407
Elmolo,-0.414885,0.079211,-0.011879,-0.040052,0.001846,-0.020777,-0.00188,-0.001846,0.08999,-0.074079,-0.010393,0.001349,-0.012636,0.00172,0.010586,-0.012198,0.014016,0.003801,0.004714,-0.00569,0.002059,0.003277,-0.005423,-0.001325,0.000239
English,0.131855,0.137043,0.061788,0.044013,0.03923,0.016748,0.004985,0.005745,0.005264,0.005678,-0.004769,0.005616,-0.012589,-0.010351,0.020615,0.003552,-0.010369,0.004094,0.003685,0.002962,0.005937,0.003404,-0.003269,0.013794,3.1e-05
English_Cornwall,0.130197,0.139752,0.061355,0.043183,0.041901,0.016412,0.003435,0.00639,0.006482,0.006967,-0.004634,0.006479,-0.013745,-0.010248,0.020755,0.003172,-0.012527,0.002115,0.003761,0.003242,0.004809,0.003871,-0.000758,0.014367,0.000691
Eritrean,-0.204122,0.107984,-0.033187,-0.088395,0.002975,-0.040811,-0.015354,0.000154,0.101512,-0.061778,-0.00184,-0.01084,0.019871,0.001468,0.021896,-0.004685,0.007432,-8.5e-05,0.007793,0.002585,0.004783,0.007419,-0.001972,-0.000361,-0.003153
Esan_Nigeria,-0.632145,0.064613,0.02324,0.01829,-0.003193,0.014677,-0.041215,0.046412,-0.051054,0.035035,0.008262,-0.001461,0.023358,0.003269,0.012147,-0.009513,0.006747,0.003294,0.006065,-0.003533,0.00039,0.001283,-0.000724,-0.000256,-0.000928
Eskimo,0.047806,-0.368637,0.118164,0.040591,-0.123408,-0.044065,-0.10223,-0.117995,0.006817,-0.010752,0.029446,-0.004546,0.007136,-0.019084,-0.036328,-0.018651,-0.004216,0.017103,0.036871,0.019759,0.028325,-0.049667,0.006861,0.028639,0.036164
Eskimo_Chaplin,0.045529,-0.373715,0.11917,0.036015,-0.122331,-0.043577,-0.093182,-0.104015,0.007823,-0.014442,0.0313,-0.004271,0.012525,-0.019749,-0.031148,-0.012894,-0.00502,0.022836,0.037332,0.024512,0.033035,-0.051718,0.006162,0.025787,0.04287
Eskimo_Naukan,0.046229,-0.36356,0.120562,0.044376,-0.120094,-0.042413,-0.105249,-0.122214,0.006261,-0.013233,0.029617,-0.004865,0.010303,-0.017806,-0.032625,-0.013575,0.00013,0.013634,0.035959,0.018913,0.028498,-0.050022,0.009964,0.026593,0.041977
Eskimo_Sireniki,0.046895,-0.36945,0.117209,0.038825,-0.119469,-0.046686,-0.090996,-0.10338,0.005604,-0.011481,0.030464,-0.004436,0.006868,-0.017423,-0.034283,-0.016468,-0.004094,0.013302,0.038288,0.018359,0.030022,-0.054506,0.014543,0.027064,0.041841
Estonian,0.132945,0.114146,0.087756,0.083302,0.042777,0.029758,0.011375,0.014446,0.000409,-0.028447,6.5e-05,-0.012349,0.01946,0.021359,-0.006664,0.00171,0.000222,-0.002483,0.001345,0.002214,0.001385,-0.001867,0.004264,0.000747,0.003054
Ethiopian_Afar,-0.221196,0.101553,-0.032935,-0.079997,-0.000821,-0.034861,-0.017548,0.001,0.106489,-0.062082,-0.001516,-0.010591,0.02002,-0.001009,0.024113,-0.012684,0.009735,-0.001436,0.007123,0.000584,0.005199,0.009068,-0.00189,0.006145,-0.003553
Ethiopian_Agaw,-0.224801,0.105615,-0.032998,-0.08608,0.002462,-0.04281,-0.011751,-0.004384,0.103591,-0.065969,-0.001786,-0.01109,0.017468,0,0.021647,-0.014519,0.010561,0.00095,0.006536,0.002626,0.002683,0.004081,-0.004868,0.004458,-0.007963
Ethiopian_Amhara,-0.225939,0.106292,-0.035512,-0.082814,0.000718,-0.038936,-0.014231,-0.001064,0.103921,-0.063469,-0.001452,-0.013238,0.017608,0.001086,0.02259,-0.01281,0.007693,0.002126,0.006075,0.002432,0.00418,0.006691,-0.003095,0.003735,-0.001969
Ethiopian_Anuak,-0.572973,0.053485,0.001383,-0.006998,-0.002069,-0.002773,-0.008421,0.012846,0.078469,-0.096727,-0.01982,0.023196,-0.039147,-0.000803,0.008603,-0.016721,0.021028,-0.008319,0.019665,-0.018947,6.2e-05,0.00509,-0.004916,-0.002638,0.004617
Ethiopian_Ari,-0.415454,0.065502,-0.016782,-0.039083,0.001693,-0.018407,0.028084,-0.027807,0.104818,-0.094125,-0.011205,-0.002173,-0.011967,-0.002202,0.025448,-0.018828,0.033118,0.021157,0.004525,-0.010005,-0.002246,0.000927,-0.002342,0.001747,-0.000838
Ethiopian_Ari_blacksmith,-0.422284,0.064994,-0.017096,-0.036661,-0.001898,-0.020917,0.025694,-0.024499,0.103728,-0.086593,-0.01272,-0.00517,-0.0167,-0.000757,0.02581,-0.022651,0.02599,0.018855,0.005049,-0.007691,0.000229,0.003318,-0.004704,-4e-05,0.001776
Ethiopian_Ari_cultivator,-0.410825,0.067702,-0.018479,-0.037296,0.000102,-0.022534,0.024864,-0.024384,0.105957,-0.087546,-0.01193,-0.003367,-0.015322,-0.000239,0.025353,-0.023194,0.024025,0.018699,0.004802,-0.009129,-0.001497,0.004501,-0.002999,-0.001591,0.00075
Ethiopian_Gumuz,-0.525673,0.048915,-0.007165,-0.01249,-0.000769,-0.007762,0.005797,-0.001961,0.095376,-0.10108,-0.020136,0.017984,-0.037562,-0.002087,0.016038,-0.020463,0.024469,0.002112,0.014413,-0.017654,-0.000873,0.003277,-0.005793,-0.003213,0.004271
Ethiopian_Jew,-0.232578,0.104769,-0.033501,-0.082419,0.001129,-0.039881,-0.0132,-0.000538,0.108091,-0.068855,-0.002409,-0.012689,0.01779,-0.000344,0.02253,-0.011867,0.009561,0.001351,0.00507,0.002272,0.006572,0.011046,-0.004149,0.003093,-0.001377
Ethiopian_Mursi,-0.525294,0.056362,-0.006222,-0.017119,-0.002616,-0.012132,-0.002468,0.004038,0.098376,-0.105788,-0.020055,0.019108,-0.039098,0.00055,0.009704,-0.021811,0.016233,0.000317,0.016278,-0.019885,-0.003182,0.004513,-0.006655,-0.003735,0.000898
Ethiopian_Oromo,-0.276323,0.09552,-0.029992,-0.071231,0.002136,-0.033697,-0.008212,-0.00528,0.104427,-0.07119,-0.005712,-0.010297,0.010345,-0.00017,0.021811,-0.014265,0.015493,0.004993,0.007202,7.4e-05,0.002877,0.006226,-0.00369,0.002956,-0.002339
Ethiopian_Tigray,-0.215059,0.107109,-0.034828,-0.084854,0.000199,-0.039848,-0.016575,-0.000611,0.101287,-0.060492,-0.002359,-0.013779,0.019763,0.001449,0.021021,-0.009445,0.011604,0.000194,0.005856,0.003046,0.003853,0.006525,-0.003038,0.003055,-0.00455
Ethiopian_Wolayta,-0.311875,0.087336,-0.02577,-0.062878,-0.000102,-0.030771,-0.000862,-0.012692,0.10683,-0.07417,-0.008119,-0.01114,0.004113,-0.001789,0.025515,-0.017237,0.011517,0.006588,0.005866,-0.002043,0.00262,0.004081,-0.004396,0.000924,-0.003034
Even,0.042115,-0.431938,0.139912,-0.015827,-0.138795,-0.081901,0.02875,0.036691,0.03286,0.02612,0.055699,0.007843,-0.014618,0.008991,-0.01597,-0.011049,0.00226,0.013387,0.028827,0.012714,0.050411,-0.045298,0.007272,0.012733,0.01904
Evenk,0.040976,-0.421783,0.127215,-0.018519,-0.139205,-0.088037,0.028828,0.041229,0.022634,0.023205,0.063873,0.008542,-0.013677,0.016744,0.001267,0.000972,-0.00226,0.00663,0.01257,-0.007087,0.030654,-0.010799,0.015488,0.00964,0.004351
Ezid,0.09177,0.111962,-0.060292,-0.030968,-0.037815,-0.00251,0.00094,-0.005192,-0.025591,-0.010069,0.000264,-0.001649,0.003233,-0.002374,0.002409,0.010309,-0.001483,0.002866,0.002828,-0.005065,-0.000328,-0.000804,-0.000478,-0.004986,0.003203
Finnish,0.130593,0.091872,0.089906,0.076616,0.031719,0.023259,0.008727,0.013184,0.003177,-0.023071,0.003681,-0.006035,0.011923,0.005808,0.002108,-0.001282,-0.008136,0.000659,0.001291,0.00276,0.007046,0.001171,0.002794,0.005696,0.002108
Finnish_East,0.126571,0.075454,0.095223,0.081299,0.027913,0.023985,0.009024,0.016361,0.005215,-0.030142,0.00479,-0.008887,0.018508,0.005725,0.000801,-0.002811,-0.005033,-0.000317,-0.002074,0.005428,0.008809,0.001274,0.002268,0.004916,0.004407
French_Alsace,0.127311,0.140372,0.050317,0.022432,0.038423,0.008911,0.00292,0.004875,0.006852,0.010679,-0.003134,0.004578,-0.009444,-0.00417,0.008561,0.003066,-0.004893,0.002439,0.003243,-0.000716,0.002764,0.001156,-0.001322,0.007137,-0.000314
French_Auvergne,0.125416,0.144656,0.04742,0.012992,0.043472,0.003997,-0.000339,0.002513,0.015407,0.022172,-0.002466,0.007355,-0.013969,-0.009669,0.008299,0.001483,-0.000787,0.001497,0.003073,-0.000213,0.001858,0.003737,-0.002282,0.001816,-8.9e-05
French_Brittany,0.131466,0.13834,0.05785,0.039285,0.039169,0.015813,0.003155,0.004211,0.008186,0.00949,-0.005131,0.00559,-0.014368,-0.013102,0.018343,0.004399,-0.007302,0.00128,-0.000462,0.001773,0.004467,0.001787,-0.001254,0.010547,0.000659
French_Corsica,0.120327,0.151822,0.01953,-0.023002,0.035039,-0.01004,-0.001846,-0.000561,0.015705,0.033792,-0.000603,0.007461,-0.013231,-0.007107,-0.004537,-0.000597,0.004042,0.001249,0.002451,-0.003046,-0.000392,0.000247,-0.002579,-0.001386,-0.00053
French_Nord,0.128275,0.140543,0.051357,0.025605,0.038273,0.008891,0.001097,0.00442,0.008373,0.012016,-0.003484,0.004033,-0.010861,-0.008182,0.011199,0.002543,-0.004607,0.002227,0.004095,0.001031,0.002133,0.001525,-0.001572,0.007471,1.4e-05
French_Occitanie,0.127039,0.144883,0.048879,0.017908,0.043376,0.003416,0.000522,0.003891,0.014856,0.023589,-0.003288,0.006582,-0.015044,-0.009458,0.010737,0.002567,-0.003709,0.002484,0.001425,4.5e-05,0.003671,0.002446,-0.00255,0.001767,0.000422
French_Paris,0.127171,0.141436,0.050431,0.02399,0.040903,0.009305,0.002799,0.005454,0.011602,0.018174,-0.007706,0.006812,-0.012906,-0.010384,0.01377,0.006063,-0.001825,0.004664,0.002708,-0.000978,0.002201,0.003575,-0.001232,0.011141,-0.001905
French_Pas-de-Calais,0.127861,0.140481,0.054305,0.026809,0.042162,0.012736,0.004152,0.001308,0.008522,0.012453,-0.008011,0.002198,-0.01001,-0.012019,0.013663,0.008132,-0.000478,0.001816,-0.003645,0.004252,0.009982,0.001443,-0.002547,0.005904,-0.001437
French_Provence,0.121925,0.143847,0.036891,0.005358,0.036858,0.00233,0.002267,0.003638,0.010058,0.020453,-0.003869,0.007211,-0.012138,-0.010961,0.005956,0.003174,0.001097,0.002809,0.001775,-0.001515,0.001541,0.002735,0.000355,0.005444,3.5e-05
French_Seine-Maritime,0.136019,0.137096,0.045254,0.029555,0.039084,0.016733,0.00423,-0.000692,0.003988,0.006014,-0.003735,0.007493,-0.007582,-0.001651,0.014251,0.003514,-0.007953,-0.002344,0.000943,-0.005002,0.003931,0.005503,0.000863,0.004278,-0.004491
French_South,0.126181,0.144785,0.049618,0.00886,0.050691,0.002669,0.000269,0.002275,0.02764,0.03866,-0.006774,0.007365,-0.021853,-0.013566,0.010373,0.002765,-0.005104,0.001792,0.000215,0.001912,0.004991,-0.00083,-0.005264,-0.007557,-0.00142
Fulani,-0.389844,0.093936,0.007731,-0.033269,0.013387,-0.014363,-0.041244,0.031729,0.023623,0.022871,0.005765,-0.007418,0.022745,-0.009427,0.019408,-0.01896,0.004629,-0.017546,-0.027716,0.006003,-0.010856,-0.02269,0.017008,0.000723,0.003712
Gadaba,0.004553,-0.242712,-0.159522,0.101745,0.010463,0.059404,-0.0047,0.008307,0.075674,0.046106,0.028256,0.001948,-0.002081,0.019405,-0.020222,-0.031954,0.011865,-0.006081,-0.008925,0.032766,0.001373,0.018548,-0.005793,0.009158,0.012334
Gagauz,0.121664,0.134388,0.020029,-0.002907,0.019559,0.001333,0.006867,0.004692,-0.003636,0.003624,-0.001642,-0.002081,-0.00147,0.010123,-0.01045,-0.004744,0.003433,-0.000267,0.003603,-0.002904,-0.006489,-0.000934,0.003684,-0.004927,6.7e-05
Gambian,-0.606487,0.067195,0.019736,0.011467,0.002103,0.005578,-0.035839,0.038768,-0.031735,0.024146,0.005413,-0.003647,0.016229,-0.000986,0.011016,-0.015336,0.009692,-0.001182,-0.002116,-0.003231,-0.001643,-0.001814,0.004396,-1e-04,0.001377
Gelao,0.016078,-0.444548,-0.038843,-0.061572,0.118791,0.057556,0.000264,-0.010615,-0.015672,-0.01016,0.002578,0.001293,0.000557,-0.005419,-0.000662,-0.003166,0.000179,-0.001029,-0.006552,-0.009958,0.007502,0.008408,0.012325,-0.003088,0.011212
Georgian_Imer,0.108132,0.133237,-0.061999,-0.045995,-0.038346,-0.008925,0.011375,-0.005677,-0.063975,-0.017531,-0.000455,0.013038,-0.025153,0.007239,0.001873,-0.023866,0.007067,-0.004409,-0.009503,0.015307,0.011505,0.00136,2.5e-05,-0.007085,-0.001796
Georgian_Jew,0.099352,0.129988,-0.059154,-0.060724,-0.027786,-0.013467,0.000201,-0.005373,-0.021095,-0.004035,0.003225,-0.00197,0.006435,0.000845,-0.001144,0.007463,0.00108,-0.003258,0.003089,-0.001912,0.002763,0.003922,0.000493,-0.003753,0.003935
Georgian_Laz,0.108587,0.136893,-0.05423,-0.056461,-0.030652,-0.008534,0.00893,-0.004707,-0.049536,-0.012975,0.002891,0.009981,-0.017988,0.004101,-0.004044,-0.016759,0.012699,-0.003446,-0.002992,0.010455,0.006364,0.002028,-0.00138,-0.008676,-0.001102
German,0.130263,0.137379,0.057981,0.038707,0.040003,0.015646,0.004067,0.005787,0.003526,0.00188,-0.004413,0.002373,-0.005371,-0.002542,0.008513,0.003291,-0.003273,0.001663,0.003367,0.001719,0.00314,0.002005,7.2e-05,0.008305,0.000277
German_East,0.130897,0.138493,0.061094,0.049984,0.038123,0.016141,0.006316,0.007038,0.002199,-0.00492,-0.005217,-0.00178,-3.7e-05,0.008223,0.001306,-0.003132,-0.007905,0.001188,0.005311,-0.00075,0.000624,-0.001113,0.001772,0.001612,-0.000314
Gond,0.012186,-0.185603,-0.177424,0.120803,-0.029779,0.06421,-0.003553,0.013669,0.077093,0.049107,0.011348,0.002786,-0.003096,0.013301,-0.018602,-0.020817,0.009886,-0.002526,-0.00451,0.021849,0.002151,0.011842,-0.003639,0.007939,0.00212
Greek_Central_Anatolia,0.110029,0.144205,-0.037209,-0.059217,-0.013336,-0.02008,0.003133,-0.003,-0.019634,0.011542,0.005359,0.004946,-0.006888,0.005,-0.011039,0.001061,0.009648,0.002492,0.004483,-0.002626,0.002454,0.004658,-0.000288,-0.000361,-0.000718
Greek_Central_Macedonia,0.119447,0.142473,0.015773,-0.016492,0.021343,-0.00356,0.002032,0,0.000878,0.012081,0.000993,0.001842,-0.001443,0.007003,-0.016957,-0.000546,0.009809,8.9e-05,0.005065,-0.003553,-0.007832,0.001506,0.003241,0.000553,-0.000726
Greek_Crete,0.107097,0.146329,-0.016833,-0.04663,0.005763,-0.015364,0.002201,-0.001301,-0.002993,0.012939,0.001388,0.002779,-0.00096,0.004391,-0.012277,-0.003869,0.001529,0.000898,0.004057,-0.005548,-0.005093,0.001416,-0.000751,-0.001205,-0.00196
Greek_Izmir,0.11462,0.144307,-0.002414,-0.034529,0.014987,-0.012606,0.002515,-0.0015,-0.002291,0.015034,0.0019,0.003132,-0.003434,0.001858,-0.012975,0.000199,0.010783,-0.000114,0.00592,-0.003051,-0.006039,0.001929,0.00021,0.00235,-0.003006
Greek_Kos,0.107627,0.146462,-0.02204,-0.05387,0.004103,-0.018252,0.000862,-0.003692,-0.005999,0.016786,0.002652,0.003147,-0.003915,0.000963,-0.010601,0.002991,0.010011,0.000943,0.003715,-0.003641,-0.003813,0.001676,-0.000178,-0.001406,-0.002116
Greek_Peloponnese,0.118376,0.143867,0.003771,-0.032516,0.015901,-0.010412,0.001645,-0.000923,-0.000409,0.018102,0.000108,0.003946,-0.005897,0.003716,-0.016377,0.002387,0.01343,0.000338,0.009176,-0.000709,-0.009275,0.003998,0.001397,-0.00012,-0.003393
Greek_Thessaly,0.119135,0.145221,0.013702,-0.020026,0.018875,-0.005113,0.000548,0.000769,0,0.01877,0.002652,0.004096,-0.007284,0.005688,-0.009093,-0.004199,0.00213,-0.000549,0.004148,-0.005336,-0.006988,0.001278,0.003574,0.001406,-0.003353
Greek_Trabzon,0.108815,0.139534,-0.054192,-0.061273,-0.025174,-0.017737,0.007285,-0.004707,-0.03798,-0.003517,0.002955,0.0061,-0.01439,0.007652,-0.008388,-0.012424,0.006584,-0.001166,-0.001043,0.002364,0.004068,0.001397,-0.00244,-0.002567,-0.001341
Greenlander_East,0.070065,-0.235941,0.105133,0.049599,-0.079741,-0.024573,-0.091863,-0.104714,0.002931,-0.012534,0.014958,-0.00398,0.004476,-0.018778,-0.024641,-0.011211,-0.003086,0.012711,0.031047,0.016299,0.023736,-0.037384,0.008093,0.030808,0.034302
Greenlander_West,0.080309,-0.176815,0.098303,0.051142,-0.062678,-0.016455,-0.072566,-0.084612,0.00484,-0.010205,0.014994,-0.004496,0.00261,-0.012034,-0.014507,-0.010209,-0.006983,0.008488,0.022318,0.014243,0.019382,-0.029677,0.007148,0.026845,0.027463
Gujar_India,0.066231,-0.011995,-0.12478,0.085172,-0.076976,0.050532,0.002629,0.008336,0.006455,-0.001059,-0.004872,-0.001236,0.001059,-0.004172,0.007702,0.010914,-0.003602,0.001884,0.002663,-0.009966,-0.001302,-0.007226,0.002003,-0.002274,0.001736
Gujar_Pakistan,0.071424,0.001016,-0.115139,0.076794,-0.077861,0.050305,0.00423,0.005134,-0.003413,-0.008394,-0.006018,0.000234,0.002053,-0.006907,0.009195,0.014071,-0.00238,0.000483,0.001453,-0.013866,0.001591,-0.01058,0.002103,-0.005483,0.002036
Gujarati,0.051391,-0.057733,-0.156053,0.110822,-0.080584,0.062193,-0.000223,0.011607,0.033,0.018852,-0.006496,8.2e-05,-0.002178,0.001741,-0.000679,0.000378,0.00088,-0.000171,-0.001427,-0.003933,0.001429,-0.003314,0.001109,0.001127,-0.002976
Gupta,0.047806,-0.069056,-0.16895,0.13017,-0.079707,0.06526,0.001645,0.020076,0.05788,0.040639,-0.000162,0.008243,0.005203,0.005643,-0.015472,-0.021877,-0.011213,0.0019,0.012821,0.01038,0.016346,0.000989,0.021075,0.010604,-0.018441
Gurung,0.018895,-0.388135,-0.021043,-0.02177,0.012248,0.012048,0.00517,0.007615,0.009163,0.018041,-0.071743,-0.007194,0.009039,-0.000523,-0.013111,-0.003739,0.00326,-0.002306,-0.008623,0.007228,0.00282,0.024953,0.007666,0.001301,0.033722
Hadza,-0.500366,0.053011,-0.003243,-0.002455,0.001046,-0.005745,0.061526,-0.050536,0.070643,-0.064147,-0.009581,-3e-05,-0.024856,-0.003606,0.013301,-0.018907,0.019871,0.031647,0.001559,-0.007429,-0.005141,0.005886,-0.002095,-0.002747,0.004167
Hakkipikki,0.030732,-0.117801,-0.180641,0.12554,-0.069551,0.061542,-0.003603,0.018384,0.06947,0.044101,-0.004493,4e-04,0.001487,0.009817,-0.01217,-0.021126,-0.005607,0.003632,0.001592,0.008379,0.002454,0.003174,0.002547,0.001968,-0.005389
Han_Chongqing,0.021247,-0.452588,-0.012822,-0.0674,0.085247,0.037,0.001097,-0.002077,-0.017112,-0.003705,-0.048175,-0.003946,0.010753,-0.003808,-0.004841,0.00053,0.001,-0.001605,0.00398,-0.00692,0.014433,0.008408,0.016228,0.000201,0.00487
Han_Fujian,0.018895,-0.452114,-0.014557,-0.067895,0.086478,0.039547,0.002068,-0.001892,-0.014685,-0.001677,-0.051055,-0.004736,0.005768,-0.009386,-0.005619,-0.001538,0.002243,0.001596,-0.001986,-0.013607,0.01727,0.004773,0.016663,0.003856,-0.006706
Han_Guangdong,0.019187,-0.45249,-0.020796,-0.070968,0.10103,0.04765,0.000269,-0.008736,-0.015106,-0.006717,-0.030622,-0.003618,0.005777,-0.00407,-0.004188,0.002652,-0.000335,0.002244,-0.000664,-0.015668,0.013726,0.008656,0.012624,0.000207,-0.002652
Han_Henan,0.025496,-0.444193,0.008825,-0.064342,0.050533,0.020415,0.006721,0.003369,-0.013621,0.003791,-0.076355,-0.01142,0.012131,-0.008367,-0.005022,0,0.002556,-0.001166,-0.001483,-0.004377,0.010906,0.00737,0.008529,-0.001687,-0.001868
Han_Hubei,0.022082,-0.454551,-0.005959,-0.067184,0.074968,0.03224,0.000235,-0.004431,-0.013785,0.002223,-0.052062,-0.005635,0.008741,-0.007377,-0.005293,0.000106,0.001904,0.000937,-0.004148,-0.013356,0.020339,0.002201,0.013409,-0.000627,-0.005173
Han_Jiangsu,0.022439,-0.454667,-0.000377,-0.070091,0.063529,0.02761,0.007319,9.9e-05,-0.0142,0.002812,-0.067948,-0.007536,0.011171,-0.008139,-0.007503,-0.000966,-0.000335,0.002606,-0.003879,-0.011416,0.013298,0.005229,0.012712,-0.000981,-0.001471
Han_Shandong,0.022132,-0.448639,0.005363,-0.060114,0.051531,0.021258,0.006189,0.000436,-0.010726,0.003564,-0.07349,-0.008742,0.010291,-0.008762,-0.007842,-4.4e-05,0.001434,0.001337,-0.001201,-0.008449,0.010967,0.006608,0.011613,0.001058,-0.000492
Han_Shanghai,0.029594,-0.447341,-0.001697,-0.069445,0.058472,0.03263,0.003643,0.002423,-0.015135,-0.003554,-0.076079,-0.015511,0.011373,-0.002546,-0.003664,0.007756,0.003846,0.004371,0.004651,-0.017071,0.016533,0.00779,0.011955,-0.003073,-0.005149
Han_Shanxi,0.025752,-0.439597,0.011691,-0.060119,0.047355,0.01757,0.006639,0.001846,-0.010098,0.005194,-0.074739,-0.008393,0.010276,-0.007931,-0.006752,-0.000464,0.001076,-0.000443,-0.005311,-0.006972,0.00875,0.010588,0.012309,0.00244,0.001422
Han_Sichuan,0.019838,-0.448139,-0.007219,-0.067,0.077157,0.033427,0.001981,-0.00534,-0.013265,0.000364,-0.053356,-0.01002,0.010003,-0.007412,-0.007736,-0.000814,0.001192,-0.000706,-0.003717,-0.005824,0.01123,0.006306,0.011691,0.000224,0.00248
Han_Zhejiang,0.021626,-0.454754,-0.004978,-0.066732,0.071706,0.031236,0.002256,-0.001108,-0.013335,-0.000109,-0.06515,-0.006894,0.01332,-0.005312,-0.006216,0.002837,0.001956,-5.1e-05,-0.005707,-0.011581,0.01445,0.004822,0.012621,0.00282,-0.003281
